"","name","address_admin","APN","liaison","ownership_structure","capacity","independent_booking","events_per_month","years_operating","funding_source","interdisciplinarity","event_promotion","purpose","community_focus","creativity","experimentation","threats_neighbors","threats_cost","threats_licensing","description","contact_name","contact_email","contact_telephone","url","zip","county","city","genre","venueType_club","venueType_disco","venueType_openAir","venueType_concertHall","venueType_theater","venueType_cinema","venueType_musicBar","venueType_gallery","venueType_restaurant","venueType_warehouse","venueType_arena","venueType_shop","venueType_studio","y","x","interdisciplinarity_ord","event_promotion_ord","community_focus_ord","experimentation_ord"
"100","Solberg Studios","1618 JEFFERSON ST","08115059500","Adrianna Flax","1. Yes","","2. Sometimes","3. 11-20 Events per month","1. 0-3 Years","4. Mixed/all of the above","4. Very Likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","Solberg Studios is Nashville's newest Collaborative Audio and Video Studio Space.","","","(615) 450-6592","https://solberg-studios.business.site/?utm_source=gmb&utm_medium=referral","37208","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1704061705857,-86.8038670003989,4,4,3,3
"101","Southern Grist Brewing East Nashville","754 DOUGLAS AVE","07116030200","","1. Yes","80","4. Information unavailable","2. 5-10 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","A neighborhood brewery operating taprooms in East Nashville featuring live music events","","","(629) 203-7159","https://www.southerngristbrewing.com/","37207","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1931740518655,-86.7543174778608,1,1,3,1
"102","Star Rover Sound","1400 ADAMS ST","08205017200","","1. Yes","","2. Sometimes","3. 11-20 Events per month","","4. Mixed/all of the above","1.Not At All Likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Nashville neighborhood restaraunt serving margaritas, live music and a classic honky tonk snack bar. ","","starroversound@rocketfarmrestaurants.com","(615) 709-3158","https://www.starroversound.com/","37208","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1814843191518,-86.784138792092,1,4,3,1
"103","Symphony Lounge at Hilton Nashville Downtown","121 4TH AVE S","093064B00100CO","","2. No","","4. Information unavailable","","","","2. Not too likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","It is located in the atrium lobby, and offers a range of drinks, snacks, and live music performances.","",""," (615) 620-1000","https://www.hilton.com/en/hotels/bnanshf-hilton-nashville-downtown/?SEO_id=GMB-AMER-HH-BNANSHF&y_source=1_MTIyMDc4Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1599931884855,-86.777422893388,2,1,1,1
"104","TailGate Brewery East","811 GALLATIN AVE","08305018200","","1. Yes","Null","4. Information unavailable","","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","A brewery with taprooms offering a rotating beer list and live music","","social@tailgatebeer.com","(629) 203-7152","https://www.tailgatebeer.com/east-nashville","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1863417633244,-86.7469552776389,1,1,1,1
"105","TailGate Brewery Music Row","1538 DEMONBREUN ST","09313000800","","1. Yes","Null","4. Information unavailable","","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","A brewery with taprooms offering a rotating beer list and live music","","","(629) 702-5914","https://www.tailgatebeer.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1525863095048,-86.7913341067971,1,1,1,1
"106","Tailgate Brewery-HQ","7300 CHARLOTTE PIKE","11400013700","","1. Yes","Null","4. Information unavailable","","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Substantial revenue from restaurant or bar outside of live music","","","(615) 861- 9842","https://www.tailgatebeer.com/","37209","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.120024253727,-86.9200384050652,1,1,1,1
"107","Tennessee Brew Works","809 EWING AVE","09314033500","","1. Yes","200","4. Information unavailable","","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Beers brewed on-site offered in an industrial taproom with oak barrel tables, a patio & live music.","","","(615) 436-0050","https://www.tnbrew.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1502985352342,-86.7762324160791,1,3,3,1
"108","Tequila Cowboy","305 BROADWAY","09306402600","","1. Yes","Null","2. Sometimes","4. 20+ Events per month","","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Buzzy, multi-roomed nightspot featuring a live music stage, dance club, game area and mechanical bull.","","","(615) 742-9078","https://tequilacowboy.com/nashville/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1612463806724,-86.7760994756584,1,3,3,1
"109","Texas Troubadour Theatre","2416 MUSIC VALLEY DR","06200023300","","1. Yes","150","4. Information unavailable","3. 11-20 Events per month","","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","An intimate and historically rich venue for audiences who enjoy listening to live traditional country music, featuring many legendary country artists and up and coming performers","","","(615) 889-2474","http://www.texastroubadourtheatre.com/phone/index.html","37214","Davidson","Nashville","Country","","","","","","","","","","","","","",36.2193629960737,-86.6971097730653,1,3,3,1
"110","The 5 Spot","1006 FORREST AVE","08309013000","Eric Holt","1. Yes","","3. Never","4. 20+ Events per month","4. 20+ Years","4. Mixed/all of the above","2. Not too likely","4. Very Likely","4. Very Likely","4. Very Likely","","3. Somewhat likely","0","0","0","The 5 Spot is East Nashville's live music venue and hang out.","","manager@the5spot.club","(615) 650-9333","https://the5spot.club/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1782850846992,-86.7503970661217,2,4,4,3
"111","The Basement East","917 WOODLAND ST","08212033600","Eric Holt","1. Yes","","2. Sometimes","4. 20+ Events per month","2. 3-10 Years","1. Ticket sales","2. Not too likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","1","0","The Basement is a cozy live music venue with a spacious patio hosting an array of alternative, rock & indie artists.","","thebasement615@gmail.com","(615) 645-9174","https://www.thebasementnashville.com/","37206","Davidson","Nashville","Alternative, Rock, and Indie","","","","","","","","","","","","","",36.175641364378,-86.7556569806708,2,4,4,4
"112","The Bowery Vault","2905 GALLATIN PIKE","07210001400","Adrianna Flax","1. Yes","Null","4. Information unavailable","4. 20+ Events per month","2. 3-10 Years","3. Tips","3. Somewhat likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","The Bowery Vault is where music and fashion lovers can shop, drink and listen to original live music in an intimate setting.","Vero Sanchez","veromusicnyc@gmail.com","(615) 730-5024","http://www.theboweryvault.com/","37216","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.2028267399815,-86.7393782987065,3,4,3,1
"113","The Cobra","2511 GALLATIN AVE","07213009300","","1. Yes","260","3. Never","3. 11-20 Events per month","","4. Mixed/all of the above","2. Not too likely","3. Somewhat likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","0","0","An eclectic bar and entertainment venue with live music of almost every genre almost every night in the venue. Billiards, arcade games, and pinball in the game room and darts in the main bar.","","","(629) 800-2515","https://cobranashville.com/shows/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1955792228637,-86.7432467467452,2,3,4,4
"114","The Countrypolitan Bar & Kitchen (inside Hotel Indigo)","301 UNION ST","09302315200","","2. No","","4. Information unavailable","3. 11-20 Events per month","1. 0-3 Years","","2. Not too likely","2. Not too likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Chic hotel lobby lounge with upscale pub food, plus a full bar with craft beer selections.","","","(615) 891-6000","countrypolitanhotel.com","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1653572142197,-86.778757423565,2,2,3,1
"115","The Cowan","500 COWAN ST","08210006200","","2. No","600","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","A two-story live performance venue with a capacity of over 600; featuring a state-of-the-art sound and light system, an open floor plan & a balcony with limited seating","","","(615) 205-9667","https://topgolf.com/us/nashville/","37207","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1786576976641,-86.7777711471362,1,1,1,1
"116","The District Bar & Kitchen (Hotel Indigo Downtown)","315 UNION ST","09302315100","","2. No","90","4. Information unavailable","","","","1.Not At All Likely","2. Not too likely","2. Not too likely","2. Not too likely","","1.Not At All Likely","0","0","0","Restaurant serves seasonal local and regional fare, craft cocktails, local small batch beers, and nightly live music.","","","(615) 891-6000","https://nashvilledowntown.com/go/the-district-bar-and-kitchen","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1651646911003,-86.778957659415,1,2,2,1
"117","The Donelson Pub","945 ALLEN RD","09613015301","","1. Yes","","2. Sometimes","3. 11-20 Events per month","4. 20+ Years","1. Ticket sales","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","","","","(615) 889-9653
","https://www.facebook.com/worldfamousdonelsonpub/","37214","Davidson","Nashville","","","","","","","","","","","","","","",36.1503152686151,-86.6657500404843,1,3,3,1
"118","The East Room","2412 GALLATIN AVE","07213039000","Adrianna Flax","1. Yes","","3. Never","3. 11-20 Events per month","3. 11-20 Years","4. Mixed/all of the above","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","0","0","The East Room is a down-to-earth performance space showcasing rock bands, comedy nights, theater & dance parties.","","booking@theeastroomnashville.com","(615) 678-4936","https://www.theeastroomnashville.com/","37206","Davidson","Nashville","Rock","","","","","","","","","","","","","",36.1945058669997,-86.742978431938,3,4,4,4
"119","The Eighth Room","2106 8TH AVE S","10510029900","","1. Yes","","2. Sometimes","3. 11-20 Events per month","1. 0-3 Years","4. Mixed/all of the above","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","1","0","When you enter The Eighth Room, you are on the 'inside' both literally and figuratively; immersed within a living, breathing art piece that envelops you in a cocoon of luxury, style, and good vibes. At its heart... our bar.","Jason Hollis and Brad Dunbar","","","https://www.eighthroom.com/","37204","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1318899357745,-86.778606479564,3,3,3,3
"120","The End","2219 ELLISTON PL","09215017100","Eric Holt","1. Yes","","3. Never","3. 11-20 Events per month","4. 20+ Years","1. Ticket sales","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","0","0","The End is Nashville’s premier small-capacity Rock N Roll dive bar. The End has played host to several of the world’s finest and most raucous bands over quite a long time and still provide a small club experience like nowhere else you’ll find.","","endbruce@yahoo.com","(615) 321-4457","https://endnashville.com/","37203","Davidson","Nashville","Rock","","","","","","","","","","","","","",36.1511421585056,-86.8038906255904,3,4,4,4
"121","The Fisher Center for the Performing Arts","2020 BELMONT BLVD","10416041400","","2. No","","4. Information unavailable","1. 1-4 Events per month","1. 0-3 Years","1. Ticket sales","2. Not too likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","Located at the heart of Belmont University’s campus, the Fisher Center is an artistic catalyst for engagement, inspiration, and discovery. The new performance hall adds another jewel to Music City’s crown of world-class venues as it caters to diverse audiences with major concerts and events while also supplying Belmont students with an exceptional learning and performing environment. ","","fishercenter@belmont.edu","(615) 460-5555","https://www.thefishercenter.com/","37212","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1310575335517,-86.7951344141644,2,3,3,3
"122","The Hampton Social","201 1ST AVE S","093064C00100CO","","2. No","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Known for our lively dining experiences featuring exceptional coastal-inspired food, cocktails and live music in a beautifully designed atmosphere.","","","(615) 622-7772","https://www.thehamptonsocial.com/nashville","","","","No Genre Specifed","","","","","","","","","","","","","",36.1597354234692,-86.7730725579049,1,1,1,1
"123","The Lipstick Lounge","1400 WOODLAND ST","08309041700","Adrianna Flax","1. Yes","151","3. Never","2. 5-10 Events per month","4. 20+ Years","1. Ticket sales","4. Very Likely","3. Somewhat likely","3. Somewhat likely","4. Very Likely","","4. Very Likely","0","0","0","Gay-friendly, all-are-welcome bar with karaoke, trivia & dancing plus pub grub in a bright setting.","Christa Suppan","","(615) 226-6343","http://www.thelipsticklounge.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1767610762683,-86.7457151246203,4,3,4,4
"124","The Listening Room","618 4TH AVE S","09311024500","","1. Yes","250","3. Never","4. 20+ Events per month","3. 11-20 Years","4. Mixed/all of the above","1.Not At All Likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","A songwriter-oriented venue with great food, event space and more.","","info@listeningroomcafe.com","(615) 259-3600","https://www.listeningroomcafe.com/nashville","37210","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1538170464579,-86.7721605671881,1,4,3,1
"125","The Local Distro","614 GARFIELD ST","08108041400","Eric Holt","1. Yes","","3. Never","2. 5-10 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","2. Not too likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","The Local Distro is focused on community, and they are a collective hub for food and spirits + music. Operating Tuesday – Saturday 10am to 7pm, with lineups of special events for local artists and community classes.","","info@thelocaldistro.com","(615) 942-8276","https://www.facebook.com/TheLocalDistroTN/","37208","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.181432093184,-86.7950046326403,1,3,3,1
"126","The Local Nashville","110 28TH AVE N","10403000500","","1. Yes","200","4. Information unavailable","3. 11-20 Events per month","2. 3-10 Years","","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","A neighborhood bar with a full kitchen and love music.","","","(615) 320-4339","https://localnash.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1459148461944,-86.8126243584318,1,3,3,1
"127","The Office Nashville","604 GALLATIN AVE","08305012900","","1. Yes","","4. Information unavailable","2. 5-10 Events per month","1. 0-3 Years","1. Ticket sales","2. Not too likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","1","0","Live Music Venue","","","(615) 853-5339","No website available","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1828847673678,-86.7491482631453,2,4,4,4
"128","The Parthenon","2500 WEST END AVE","09214007600","Eric Holt","2. No","","3. Never","","4. 20+ Years","","2. Not too likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","The Parthenon in Nashville, Tennessee, is a full-scale replica of the original Parthenon in Athens, Greece. The Parthenon is also a popular event space, hosting weddings, private parties, and other special events.","","info@parthenon.org","(615) 862-8431","https://www.nashvilleparthenon.com/events","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1494376021062,-86.8129354989031,2,1,1,1
"129","The Row Kitchen & Pub","110 LYLE AVE","09216013400","","1. Yes","80","2. Sometimes","3. 11-20 Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Signature burgers, seafood & 20+ Southern draft beers served in a rustic-chic space with live music.","","genuine@therownashville.com","(615) 321-1224","https://www.therownashville.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1513555689519,-86.7977197875134,1,3,1,1
"130","The Rum Room","2116 MEHARRY BLVD","09203005800","Eric Holt","1. Yes","","2. Sometimes","2. 5-10 Events per month","2. 3-10 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","","Kamal Kalokoh & Rasheaun Conaway","info@riddimnspice.com","(615) 953-7121","https://www.riddimnspice.com/riddimnspice-com-therumroom","37208","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.168040876761,-86.8106219178832,1,1,1,1
"131","The Second Fiddle","420 BROADWAY","09306307400","","1. Yes","150","2. Sometimes","4. 20+ Events per month","3. 11-20 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","2. Not too likely","","1.Not At All Likely","0","0","0","Music mementos adorn the brick walls of this cozy honky-tonk offering drinks & live country tunes.","","","(615) 251-6812","https://www.thesecondfiddle.com/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1609442321853,-86.7782059231969,1,3,2,1
"132","The Stage on Broadway","412 BROADWAY","09306307800","Marcus Dowling","1. Yes","275","2. Sometimes","4. 20+ Events per month","3. 11-20 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","2. Not too likely","","1.Not At All Likely","0","0","0","Honky-tonk featuring live country bands & a dance floor by a large mural depicting music icons","","","(615) 726-0504","https://www.thestageonbroadway.com/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1610726924692,-86.7779118808386,1,3,2,1
"133","The Station Inn","402 12TH AVE S","09313058100","","1. Yes","","3. Never","3. 11-20 Events per month","4. 20+ Years","1. Ticket sales","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","2. Not too likely","","1.Not At All Likely","0","0","0","The Station Inn is a listening room in the heart of Nashville, featuring the world’s best bluegrass, roots, classic country, and Americana.","","","(615) 255-3307","https://stationinn.com/","37203","Davidson","Nashville","Bluegrass, classic country, and Americana ","","","","","","","","","","","","","",36.1525861232894,-86.7844400713344,1,3,2,1
"134","The Stillery (Downtown)","113 2ND AVE N","09306204900","","1. Yes","120","4. Information unavailable","4. 20+ Events per month","2. 3-10 Years","3. Tips","1.Not At All Likely","3. Somewhat likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","The kind of place you can relax, eat outstanding, fresh food, and enjoy a signature mason jar cocktail. We serve up amazing brick fired pies, juicy stacked burgers, fresh salads and tantalizing starters.","","","(615) 942-8080","https://www.thestillery.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1622369937802,-86.7757011894373,1,3,1,1
"135","The Underdog","3208 GALLATIN PIKE","07206023800","","1. Yes","","2. Sometimes","","","1. Ticket sales","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","East Nashville, Inglewood neighborhood bar. Affordable drinks with a laid back atmosphere. Live music. ","","theunderdognashville@gmail.com","(310) 428-4219","No Website","37216","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.2066034914994,-86.7355756847785,1,3,3,1
"136","The Valentine","312 BROADWAY","09306400500","","2. No","600","2. Sometimes","4. 20+ Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Prohibition-era themed, four-story upscale saloon & music venue with light American eats & signature cocktails","","","(629) 202-6979","https://thevalentinenashville.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.161487691148,-86.7767722661479,1,2,1,1
"137","The Vinyl Lounge","1414 3RD AVE S","10507043500","","1. Yes","","2. Sometimes","3. 11-20 Events per month","1. 0-3 Years","4. Mixed/all of the above","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","0","0","Brought to you by the owners of The VinyLab, this is the only spot where you can grab a drink while also watching vinyl record presses in action. Our unique and spacious modern industrial space makes the perfect Music City event venue.","Scott Lemasters","","(615) 891-4860","https://www.thevinyloungenashville.com/","37210","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1413012169663,-86.762683546987,3,4,4,4
"138","Thirsty Turtle Sports Grill","1307 BELL RD","16200029000","","1. Yes","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","The Thirsty Turtle is a family-friendly restaurant and bar. They also host Karaoke every friday and Saturday night. They also host latin music night every Thursday.","","","(615) 866-9260","https://www.thirstyturtleonline.com/","","","Antioch","Latin","","","","","","","","","","","","","",36.0468939031077,-86.6746602427884,1,1,1,1
"139","Tin Roof Broadway","316 BROADWAY","09306201200","Marcus Dowling","1. Yes","550","2. Sometimes","3. 11-20 Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Unpretentious shotgun shack bar & music venue with creative takes on American pub food.","","","(615) 242-4446","https://tinroofbroadway.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1615584203417,-86.7768999696832,1,3,1,1
"140","Tootsie's Orchid Lounge","422 BROADWAY","09306307300","Marcus Dowling","2. No","800","3. Never","4. 20+ Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","This historic watering hole and prototypical honky-tonk is across the alley from the Ryman.","","","(615) 726-0463","https://tootsies.net/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1609099825001,-86.7782858213292,1,3,1,1
"141","Tootsie's Orchid Lounge (Nashville Intl. Airport)","1 TERMINAL DR","10700005000","Marcus Dowling","2. No","Null","3. Never","","","3. Tips","2. Not too likely","2. Not too likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Spinoff of the historic Nashville honky tonk featuring drinks, live music & eats.","","","(615) 275-4329","https://tootsies.net/","37214","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1272169186737,-86.6802175210344,2,2,1,1
"142","Tribe","1515 CHURCH ST","09212036400","Adrianna Flax","1. Yes","Null","3. Never","4. 20+ Events per month","4. 20+ Years","","4. Very Likely","3. Somewhat likely","2. Not too likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Cocktails & delicious pub food are served at this lively gay lounge with pool tables, a dance floor, streaming music videos, and themed nights.","","","(615) 329-2912","https://www.tribenashville.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1567776701249,-86.793183416679,4,3,3,1
"143","TRUE Music Room and Bar (Cambria Hotel & Suites)","118 8TH AVE S","09310048900","","2. No","130","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely","","4. Very Likely","0","0","0","Hotel eatery, poolside bar and concert venue with seasonal small plates and skyline views.","","","(615) 515-5800","https://www.cambrianashville.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1577317304799,-86.7809518863178,1,1,3,4
"144","Twin Kegs II","327 HERMITAGE AVE","09413005100","","1. Yes","100","4. Information unavailable","3. 11-20 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","2. Not too likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","One of the oldest bars in South Nashville a tiny, old-school watering hole with a picket-fence patio serving burgers & featuring live music - all ages until 9 PM","","info@twinkegs.com","(615) 301-8675","http://www.twinkegs.com/","37210","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1534505096648,-86.7482428280037,1,3,3,1
"145","Urban Cowboy Public House Bar","1603 WOODLAND ST","08310018500","Adrianna Flax","1. Yes","","4. Information unavailable","4. 20+ Events per month","2. 3-10 Years","","1.Not At All Likely","2. Not too likely","2. Not too likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Its  a bar and lounge located in the Urban Cowboy Boutique Hotel downtown Nashville. It offers drinks, snack and  also hosts live music performances and special events","","nashville@urbancowboy.com","(347) 840-0525","https://www.urbancowboy.com/nashville/events/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1771610396994,-86.7416052965374,1,2,3,1
"146","Van Gogh's Ear Wine Bar","1112 WOODLAND ST","08309017500","","1. Yes","","2. Sometimes","","","","1.Not At All Likely","2. Not too likely","","","","1.Not At All Likely","0","0","0","Van Gogh Wine Bar have live music on the weekends and offer line dance lessons and two-step instruction for bachelorette parties.","","","","https://www.facebook.com/people/Van-Goghs-Ear/100069552334154/?ref=py_c","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1770399208791,-86.7486941301736,1,2,NA,1
"147","Vinyl Tap","2038 GREENWOOD AVE","08303006400","Adrianna Flax","1. Yes","Null","4. Information unavailable","3. 11-20 Events per month","2. 3-10 Years","","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely","","1.Not At All Likely","0","0","0","Chill music-centric watering hole with craft brews, updated bar fare & vinyl records for sale in East Nashville, featuring live music events","Todd Hedrick","todd@vinyltapnashville.com","(615) 454-3995","http://www.vinyltapnashville.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1885025419109,-86.7295953266457,3,4,4,1
"148","WannaB's Karaoke Bar","305 BROADWAY","09306402600","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Part of the Tequila Cowboy and TC Restaurant Group, WannaB’s Karaoke Bar is an immersive, interactive musical experience with professional sound complete with an elevated stage and lighting. The KJs are professional DJs and singers. ","","TCGuestservice@tcrestgroup.com","","https://tequilacowboy.com/Nashville/wannabs/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1612463806724,-86.7760994756584,1,1,1,1
"149","Whiskey Bent Saloon","306 BROADWAY","09306202700","","2. No","","2. Sometimes","4. 20+ Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","It is a bar located in downtown Nashville, Tennessee. It is known for its great drinks, live music, and casual atmosphere. Features lively bands, Broadway's largest specialty bourbon/whiskey selection, the only iced down beer on the street, no smoking, and extra friendly service. Our bands play a mixture of country and classic rock.","","","","https://www.whiskeybentsaloon.com/","37201","Davidson","Nashville","Country & Classic Rock","","","","","","","","","","","","","",36.1616537692582,-86.7764930604171,1,2,1,1
"150","Wildhorse Saloon","120 2ND AVE N","09306208100","","1. Yes","1200","4. Information unavailable","3. 11-20 Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","2. Not too likely","2. Not too likely","","1.Not At All Likely","0","0","0","Southern food, live-music acts, multiple bars & free nightly dance lessons in a 3-story space.","","","(615) 902-8200","https://wildhorsesaloon.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1627052783604,-86.7751670293766,1,2,2,1
"151","Winners Bar & Grill","1913 DIVISION ST","09216025500","Marcus Dowling","2. No","350","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Lively restaurant & bar serving American comfort food & featuring live bands performing weekly.","","","(615) 340-0004","https://www.coldbeerentertainment.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1495237733321,-86.7968045693596,1,1,1,1
