"","name","address_admin","APN","liaison","ownership_structure","capacity","independent_booking","events_per_month","years_operating","funding_source","interdisciplinarity","event_promotion","purpose","community_focus","creativity","experimentation","threats_neighbors","threats_cost","threats_licensing","description","contact_name","contact_email","contact_telephone","url","zip","county","city","genre","venueType_club","venueType_disco","venueType_openAir","venueType_concertHall","venueType_theater","venueType_cinema","venueType_musicBar","venueType_gallery","venueType_restaurant","venueType_warehouse","venueType_arena","venueType_shop","venueType_studio","y","x","interdisciplinarity_ord","event_promotion_ord","community_focus_ord","creativity_ord","experimentation_ord","ownership_structure_ord","independent_booking_ord"
"199","GEODIS Park","0 RAINS AVE","10507037500","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,NA,2,0,1
"200","GEODIS Park","0 RAINS AVE","10507037500","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,NA,2,0,1
"201","GEODIS Park","0 RAINS AVE","10507037500","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,NA,2,0,1
"202","GEODIS Park","0 RAINS AVE","10507037500","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,NA,2,0,1
"203","GEODIS Park","0 RAINS AVE","10507037500","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,NA,2,0,1
"204","GEODIS Park","0 RAINS AVE","10507037500","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,NA,2,0,1
"205","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,NA,2,0,1
"206","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,NA,2,0,1
"207","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,NA,2,0,1
"208","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,NA,2,0,1
"209","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,NA,2,0,1
"210","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,NA,2,0,1
"211","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,NA,2,0,1
"212","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,NA,2,0,1
"213","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,NA,2,0,1
"214","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,NA,2,0,1
"215","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,NA,2,0,1
"216","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,NA,2,0,1
"217","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,NA,2,0,1
"218","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,NA,2,0,1
"219","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,NA,2,0,1
"220","GEODIS Park","0 RAINS AVE","10507051900","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,NA,2,0,1
"221","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,NA,2,0,1
"222","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,NA,2,0,1
"223","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,NA,2,0,1
"224","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,NA,2,0,1
"225","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,NA,2,0,1
"226","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,NA,2,0,1
"227","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,NA,2,0,1
"228","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,NA,2,0,1
"229","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,NA,2,0,1
"230","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,NA,2,0,1
"231","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,NA,2,0,1
"232","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,NA,2,0,1
"233","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,NA,2,0,1
"234","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,NA,2,0,1
"235","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,NA,2,0,1
"236","GEODIS Park","0 RAINS AVE","10511033100","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,NA,2,0,1
"237","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,NA,2,0,1
"238","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,NA,2,0,1
"239","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,NA,2,0,1
"240","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,NA,2,0,1
"241","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,NA,2,0,1
"242","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,NA,2,0,1
"243","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,NA,2,0,1
"244","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,3,2,2,NA,2,0,1
"245","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,3,2,2,NA,2,0,1
"246","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,3,2,2,NA,2,0,1
"247","GEODIS Park","0 RAINS AVE","10511033000","Eric Holt","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","3. Somewhat likely","2. Not too likely","2. Not too likely","2. Not too likely","","2. Not too likely","0","0","0","Built in the heart of Nashville's Wedgewood-Houston neighborhood, GEODIS Park is one of the premier sports and entertainment destinations in the United States.","","info@nashvillesc.com","(615) 457-8200","https://www.nashvillesc.com/stadium/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,3,2,2,NA,2,0,1
